track type=bedGraph name='AREA_OE_1MB/expected.txt' description='AREA_OE_1MB/expected.txt'
chr1	0	999999	242.315873561
chr1	1000000	1999999	573.706307997
chr1	2000000	2999999	486.768161847
chr1	3000000	3999999	437.519158067
chr1	4000000	4999999	501.597666664
chr1	5000000	5999999	510.956092033
chr1	6000000	6999999	430.482922615
chr1	7000000	7999999	412.769257921
chr1	8000000	8999999	382.079195965
chr1	9000000	9999999	452.947787882
chr1	10000000	10999999	393.406838385
chr1	11000000	11999999	385.869009911
chr1	12000000	12999999	338.0551195
chr1	13000000	13999999	219.553767985
chr1	14000000	14999999	340.60952841
chr1	15000000	15999999	335.593598187
chr1	16000000	16999999	310.518591452
chr1	17000000	17999999	291.574166102
chr1	18000000	18999999	398.315947871
chr1	19000000	19999999	335.180248381
chr1	20000000	20999999	372.446752185
chr1	21000000	21999999	296.924491673
chr1	22000000	22999999	354.997817141
chr1	23000000	23999999	354.77024253
chr1	24000000	24999999	370.932684359
chr1	25000000	25999999	383.491087435
chr1	26000000	26999999	350.664610755
chr1	27000000	27999999	402.468023445
chr1	28000000	28999999	371.480721179
chr1	29000000	29999999	297.398218416
chr1	30000000	30999999	387.359855838
chr1	31000000	31999999	404.325775379
chr1	32000000	32999999	362.990794839
chr1	33000000	33999999	361.388483796
chr1	34000000	34999999	304.91746937
chr1	35000000	35999999	360.083413062
chr1	36000000	36999999	346.368559406
chr1	37000000	37999999	359.094160157
chr1	38000000	38999999	333.071699936
chr1	39000000	39999999	350.594945057
chr1	40000000	40999999	344.116035186
chr1	41000000	41999999	372.488551604
chr1	42000000	42999999	315.209415087
chr1	43000000	43999999	328.529496456
chr1	44000000	44999999	326.950407312
chr1	45000000	45999999	333.79157881
chr1	46000000	46999999	346.582200879
chr1	47000000	47999999	293.942799818
chr1	48000000	48999999	336.805781324
chr1	49000000	49999999	272.504342495
chr1	50000000	50999999	300.208068217
chr1	51000000	51999999	306.05069805
chr1	52000000	52999999	313.732502299
chr1	53000000	53999999	337.590681516
chr1	54000000	54999999	323.295280381
chr1	55000000	55999999	317.540893764
chr1	56000000	56999999	330.196828817
chr1	57000000	57999999	280.334766899
chr1	58000000	58999999	317.187920897
chr1	59000000	59999999	314.912174777
chr1	60000000	60999999	296.99880175
chr1	61000000	61999999	313.876478074
chr1	62000000	62999999	345.718346229
chr1	63000000	63999999	317.466583687
chr1	64000000	64999999	313.40739571
chr1	65000000	65999999	308.019915101
chr1	66000000	66999999	307.374346304
chr1	67000000	67999999	322.148118562
chr1	68000000	68999999	314.958618576
chr1	69000000	69999999	345.184242548
chr1	70000000	70999999	330.633400522
chr1	71000000	71999999	346.294249329
chr1	72000000	72999999	350.822519669
chr1	73000000	73999999	369.47434909
chr1	74000000	74999999	321.841589493
chr1	75000000	75999999	324.024448015
chr1	76000000	76999999	334.618278421
chr1	77000000	77999999	308.814104053
chr1	78000000	78999999	325.738224175
chr1	79000000	79999999	343.660885962
chr1	80000000	80999999	382.186016701
chr1	81000000	81999999	349.823978004
chr1	82000000	82999999	330.656622421
chr1	83000000	83999999	342.57410108
chr1	84000000	84999999	314.84250908
chr1	85000000	85999999	315.218703846
chr1	86000000	86999999	299.26061473
chr1	87000000	87999999	308.363599209
chr1	88000000	88999999	310.351393778
chr1	89000000	89999999	324.498174759
chr1	90000000	90999999	298.201696128
chr1	91000000	91999999	369.079576804
chr1	92000000	92999999	323.369590459
chr1	93000000	93999999	317.132188339
chr1	94000000	94999999	305.391196114
chr1	95000000	95999999	328.529496456
chr1	96000000	96999999	326.346637933
chr1	97000000	97999999	325.793956733
chr1	98000000	98999999	323.759718365
chr1	99000000	99999999	326.978273591
chr1	100000000	100999999	338.069052639
chr1	101000000	101999999	322.375693174
chr1	102000000	102999999	356.414352991
chr1	103000000	103999999	349.206275486
chr1	104000000	104999999	323.244192203
chr1	105000000	105999999	399.184446901
chr1	106000000	106999999	397.823643609
chr1	107000000	107999999	332.723371448
chr1	108000000	108999999	289.001179672
chr1	109000000	109999999	328.831381146
chr1	110000000	110999999	326.44416991
chr1	111000000	111999999	292.261534317
chr1	112000000	112999999	310.88085308
chr1	113000000	113999999	371.406411102
chr1	114000000	114999999	313.003334665
chr1	115000000	115999999	326.211950918
chr1	116000000	116999999	319.384712559
chr1	117000000	117999999	322.431425732
chr1	118000000	118999999	298.034498453
chr1	119000000	119999999	319.598354032
chr1	120000000	120999999	211.063841645
chr1	121000000	121999999	126.763703243
chr1	122000000	122999999	0.0
chr1	123000000	123999999	0.0
chr1	124000000	124999999	0.0
chr1	125000000	125999999	0.0
chr1	126000000	126999999	0.0
chr1	127000000	127999999	0.0
chr1	128000000	128999999	0.0
chr1	129000000	129999999	0.0
chr1	130000000	130999999	0.0
chr1	131000000	131999999	0.0
